"Original names"	"Glucose"	"Inulin"	"Sucrose"	"Raffinose"	"Melibiose"	"Galactose"	"Lactose"	"Trehalose"	"Maltose"	"Melezitose"	"Methyl-D-glucoside"	"Soluble Starch"	"Cellobiose"	"Salicin"	"L-Sorbose"	"L-Rhamnose"	"D-Xylose"	"L-Arabinose"	"D-Arabinose"	"D-Ribose"	"Methanol"	"Ethanol"	"Glycerol"	"Erythritol"	"Ribitol"	"Galactitol"	"D-Mannitol"	"D-Glucitol"	"myo-Inositol"	"DL-Lactate"	"Succinate"	"Citrate"	"D-Gluconate"	"D-Glucosamine"	"N-Acetyl-D-glucosamine"	"Hexadecane"	"Nitrate"	"Nitrite"	"Vitamin-free"	"2-Keto-D-gluconate"	"5-Keto-D-gluconate"	"Saccharate"	"Xylitol"	"L-Arabinitol"	"Arbutin"	"Propane 1,2 diol"	"Butane 2,3 diol"	"Cadaverine"	"Creatinine"	"L-Lysine"	"Ethylamine"	"50% Glucose"	"10% NaCl/5% glucose"	"Starch formation"	"Urease"	"Gelatin liquefaction"	"0.01% Cycloheximide"	"0.1% Cycloheximide"	"Growth at 19 ℃"	"Growth at 25℃"	"Growth at 30℃"	"Growth at 35℃"	"Growth at 37℃"	"Growth at 40℃"	"Growth at 45℃"	"CoQ (Main component)"	"Mol % G+C (Ave.)"	"DBB"	"OG1179_aa_aligned.fasta"	"OG1179_s1_aa_aligned.fasta"	"OG1179_s1_R_aa_aligned.fasta"	"OG1179_s2_aa_aligned.fasta"
"yHMPu5000034597_Candida_stellimalicola"	1	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"1"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"n"	"n"	"0"	"n"	"n"	"n"	"n"	"1"	"n"	"1"	"1"	"0"	"n"	"0"	"n"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"n"	"n"	"7"	"40.700000000000003"	"0"	NA	NA	NA	NA
"Candida_succiphila"	1	"v"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"v"	"1"	"1"	"0"	"v"	"v"	"0"	"v"	"1"	"1"	"0"	"0"	"0"	"0"	"v"	"n"	"n"	"1"	"n"	"n"	"n"	"n"	"0"	"n"	"0"	"1"	"0"	"n"	"0"	"n"	"0"	"1"	"v"	"1"	"1"	"1"	"1"	"1"	"n"	"n"	"7"	"40.6"	"0"	NA	NA	NA	NA
"yHMPu5000041833_Candida_tammaniensis"	1	"0"	"1"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"1"	"0"	"1"	"1"	"0"	"1"	"1"	"1"	"1"	"1"	"0"	"1"	"1"	"1"	"1"	"0"	"1"	"1"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"1"	"n"	"n"	"1"	"n"	"n"	"n"	"n"	"1"	"n"	"1"	"1"	"0"	"n"	"0"	"n"	"0"	"1"	"1"	"1"	"1"	"1"	"n"	"0"	"0"	"0"	"n"	"n"	"0"	3	3	3	3
"Candida_tanzawaensis"	1	"0"	"1"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"n"	"n"	"0"	"n"	"n"	"n"	"n"	"1"	"n"	"1"	"1"	"0"	"n"	"0"	"n"	"0"	"1"	"0"	"1"	"1"	"1"	"n"	"0"	"0"	"0"	"9"	"44.6"	"0"	2	2	2	2
"Candida_tenuis"	1	"0"	"1"	"0"	"0"	"1"	"v"	"1"	"1"	"v"	"1"	"v"	"1"	"1"	"v"	"1"	"1"	"v"	"1"	"1"	"0"	"1"	"1"	"v"	"1"	"0"	"1"	"v"	"0"	"v"	"1"	"1"	"v"	"v"	"1"	"v"	"0"	"0"	"0"	"1"	"n"	"n"	"v"	"n"	"n"	"n"	"n"	"1"	"n"	"1"	"1"	"0"	"n"	"0"	"n"	"v"	"v"	"v"	"1"	"1"	"v"	"n"	"0"	"0"	"0"	"9"	"43.8"	"0"	2	2	2	2
"yHMPu5000035665_Middelhovenomyces_tepae"	1	"0"	"1"	"0"	"0"	"v"	"0"	"v"	"1"	"0"	"0"	"0"	"v"	"v"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"v"	"v"	"0"	"0"	"0"	"v"	"1"	"0"	"1"	"v"	"v"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"n"	"n"	"0"	"n"	"n"	"n"	"n"	"v"	"n"	"1"	"1"	"0"	"n"	"0"	"n"	"0"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"9"	"40"	"0"	2	2	2	2
"Candida_tropicalis"	1	"0"	"v"	"0"	"0"	"1"	"0"	"1"	"1"	"v"	"v"	"1"	"v"	"v"	"v"	"0"	"1"	"0"	"0"	"v"	"0"	"1"	"v"	"0"	"v"	"0"	"1"	"1"	"0"	"v"	"1"	"v"	"v"	"v"	"1"	"1"	"0"	"0"	"v"	"1"	"n"	"n"	"v"	"n"	"n"	"n"	"n"	"1"	"n"	"1"	"1"	"v"	"n"	"0"	"n"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"n"	"n"	"9"	"34.700000000000003"	"0"	4	4	3	3
"yHMPu5000035690_Candida_vartiovaarae"	1	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"0"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"1"	"v"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"n"	"n"	"1"	"n"	"n"	"n"	"n"	"1"	"n"	"1"	"1"	"0"	"n"	"0"	"n"	"0"	"0"	"0"	"1"	"1"	"1"	"n"	"0"	"0"	"0"	"7"	"48.8"	"0"	2	2	2	1
"yHMPu5000026142_Citeromyces_matritensis"	1	"v"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"v"	"0"	"0"	"1"	"1"	"0"	"v"	"0"	"1"	"1"	"0"	"v"	"0"	"v"	"1"	"v"	"1"	"0"	"1"	"n"	"1"	"1"	"1"	"0"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"1"	"0"	"n"	"0"	"n"	"n"	"1"	"1"	"1"	"n"	"0"	"0"	"0"	"8"	"45.4"	"0"	4	4	4	4
"yHMPu5000034952_Citeromyces_siamensis"	1	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"0"	"1"	"1"	"0"	"v"	"0"	"0"	"1"	"v"	"1"	"0"	"1"	"n"	"1"	"1"	"0"	"0"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"1"	"0"	"n"	"0"	"n"	"n"	"1"	"1"	"1"	"n"	"v"	"n"	"n"	"8"	"42"	"0"	8	8	8	7
"Kuraishia_capsulata"	1	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"v"	"1"	"1"	"1"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"1"	"1"	"0"	"0"	"v"	"0"	"v"	"1"	"1"	"0"	"1"	"1"	"0"	"1"	"0"	"0"	"1"	"n"	"n"	"n"	"n"	"1"	"0"	"1"	"1"	"0"	"v"	"0"	"n"	"v"	"n"	"n"	"1"	"1"	"1"	"n"	"v"	"0"	"0"	"8"	"46.8"	"0"	NA	NA	NA	NA
"yHMPu5000034933_Kuraishia_molischiana"	1	"0"	"0"	"0"	"0"	"0"	"v"	"1"	"1"	"v"	"v"	"1"	"1"	"1"	"0"	"v"	"1"	"1"	"1"	"1"	"v"	"1"	"1"	"1"	"1"	"0"	"1"	"1"	"0"	"0"	"v"	"0"	"v"	"1"	"1"	"0"	"1"	"1"	"0"	"1"	"0"	"0"	"1"	"n"	"n"	"n"	"n"	"1"	"0"	"1"	"1"	"0"	"v"	"0"	"n"	"v"	"n"	"n"	"1"	"1"	"1"	"n"	"v"	"v"	"n"	"8"	"50.1"	"0"	NA	NA	NA	NA
"yHMPu5000041818_Magnusiomyces_tetrasperma"	1	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"n"	"n"	"0"	"n"	"0"	"0"	"n"	"n"	"0"	"n"	"0"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"1"	"1"	"1"	"1"	"1"	"1"	"n"	"n"	"40"	"0"	NA	NA	NA	NA
"yHMPu5000034635_Nadsonia_fulvescens"	1	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"v"	"0"	"1"	"1"	"0"	"v"	"1"	"0"	"0"	"0"	"n"	"0"	"0"	"n"	"v"	"0"	"0"	"0"	"0"	"n"	"n"	"n"	"n"	"1"	"n"	"1"	"v"	"0"	"n"	"0"	"n"	"n"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"6"	"41.5"	"0"	2	2	2	2
"Nadsonia_fulvescens_var_elongata"	1	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"v"	"0"	"0"	"1"	"0"	"v"	"1"	"0"	"0"	"0"	"n"	"0"	"0"	"n"	"v"	"0"	"0"	"0"	"0"	"n"	"n"	"n"	"n"	"1"	"n"	"1"	"v"	"0"	"n"	"0"	"n"	"n"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"n"	"41"	"0"	2	2	2	1
"yHMPu5000034918_Nakazawaea_holstii"	1	"0"	"1"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"1"	"1"	"v"	"1"	"v"	"1"	"1"	"0"	"0"	"1"	"1"	"v"	"1"	"1"	"0"	"1"	"n"	"0"	"v"	"0"	"0"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"1"	"0"	"n"	"v"	"n"	"n"	"1"	"1"	"1"	"n"	"v"	"n"	"n"	"8"	"37"	"0"	NA	NA	NA	NA
"yHMPu5000034897_Ogataea_glucozyma"	1	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"v"	"0"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"v"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"1"	"0"	"n"	"v"	"n"	"n"	"1"	"1"	"1"	"1"	"1"	"n"	"n"	"7"	"45.1"	"0"	NA	NA	NA	NA
"yHMPu5000026124_Ogataea_henricii"	1	"0"	"0"	"0"	"0"	"0"	"0"	"v"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"1"	"1"	"0"	"0"	"v"	"0"	"v"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"v"	"0"	"n"	"1"	"n"	"n"	"1"	"1"	"1"	"1"	"1"	"n"	"n"	"7"	"49.6"	"0"	NA	NA	NA	NA
"yHMPu5000034899_Ogataea_kodamae"	1	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"v"	"0"	"1"	"v"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"1"	"1"	"0"	"0"	"1"	"0"	"v"	"0"	"0"	"0"	"0"	"n"	"0"	"0"	"0"	"0"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"0"	"0"	"n"	"0"	"n"	"n"	"1"	"1"	"1"	"1"	"1"	"n"	"n"	"7"	"n"	"0"	NA	NA	NA	NA
"Ogataea_methanolica"	1	"0"	"v"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"v"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"v"	"1"	"0"	"v"	"0"	"0"	"0"	"0"	"n"	"0"	"0"	"0"	"0"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"0"	"0"	"n"	"v"	"n"	"n"	"1"	"1"	"1"	"n"	"0"	"0"	"0"	"44020"	"36.700000000000003"	"0"	NA	NA	NA	NA
"yHMPu5000034901_Ogataea_methylivora"	1	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"1"	"1"	"0"	"1"	"0"	"1"	"1"	"1"	"1"	"0"	"1"	"n"	"0"	"0"	"0"	"0"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"0"	"0"	"n"	"0"	"n"	"n"	"1"	"1"	"1"	"1"	"1"	"n"	"n"	"7"	"35.799999999999997"	"0"	1	1	1	1
"yHMPu5000034902_Ogataea_minuta"	1	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"v"	"v"	"v"	"0"	"0"	"0"	"v"	"n"	"0"	"0"	"0"	"0"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"v"	"0"	"n"	"v"	"n"	"n"	"1"	"1"	"1"	"n"	"0"	"0"	"0"	"7"	"47.4"	"0"	NA	NA	NA	NA
"yHMPu5000034903_Ogataea_naganishii"	1	"0"	"1"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"1"	"0"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"1"	"1"	"0"	"1"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"n"	"0"	"0"	"0"	"0"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"1"	"0"	"n"	"1"	"n"	"n"	"1"	"1"	"1"	"1"	"1"	"n"	"n"	"7"	"46.1"	"0"	1	1	1	1
"yHMPu5000034636_Ogataea_nitratoaversa"	1	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"1"	"1"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"n"	"0"	"0"	"n"	"0"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"0"	"0"	"n"	"n"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"n"	"n"	"0"	NA	NA	NA	NA
"yHMPu5000034904_Ogataea_nonfermentans"	1	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"v"	"v"	"0"	"0"	"0"	"0"	"1"	"n"	"0"	"0"	"0"	"0"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"0"	"0"	"n"	"v"	"n"	"0"	"1"	"1"	"1"	"1"	"1"	"n"	"n"	"7"	"45.2"	"0"	NA	NA	NA	NA
"yHMPu5000034893_Ogataea_philodendra"	1	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"v"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"1"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"n"	"0"	"0"	"0"	"0"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"1"	"0"	"n"	"0"	"n"	"n"	"1"	"1"	"1"	"1"	"1"	"n"	"n"	"7"	"46.9"	"0"	NA	NA	NA	NA
"yHMPu5000034892_Ogataea_pilisensis"	1	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"1"	"1"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"n"	"v"	"0"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"0"	"0"	"n"	"n"	"1"	"1"	"1"	"1"	"1"	"n"	"0"	"0"	"0"	"7"	"n"	"0"	NA	NA	NA	NA
"yHMPu5000034891_Ogataea_pini"	1	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"v"	"v"	"v"	"v"	"v"	"v"	"1"	"v"	"v"	"1"	"1"	"0"	"1"	"1"	"0"	"0"	"v"	"v"	"v"	"0"	"0"	"0"	"0"	"v"	"v"	"v"	"0"	"0"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"v"	"0"	"n"	"v"	"n"	"n"	"1"	"1"	"1"	"n"	"v"	"n"	"n"	"7"	"43.7"	"0"	NA	NA	NA	NA
"yHMPu5000034637_Ogataea_populiabae"	1	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"v"	"1"	"v"	"1"	"v"	"0"	"0"	"v"	"1"	"1"	"v"	"0"	"v"	"0"	"1"	"1"	"0"	"v"	"1"	"1"	"v"	"0"	"0"	"0"	"0"	"n"	"0"	"0"	"n"	"0"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"0"	"0"	"n"	"n"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"n"	"n"	"0"	NA	NA	NA	NA
"yHMPu5000034890_Ogataea_ramenticola"	1	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"v"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"1"	"0"	"1"	"1"	"0"	"v"	"v"	"0"	"v"	"1"	"1"	"0"	"1"	"n"	"v"	"0"	"0"	"0"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"0"	"0"	"n"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"n"	"n"	"n"	"n"	"0"	NA	NA	NA	NA
"yHMPu5000034887_Ogataea_trehaloabstinens"	1	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"1"	"1"	"0"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"1"	"n"	"1"	"0"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"0"	"0"	"n"	"n"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"7"	"n"	"0"	NA	NA	NA	NA
"yHMPu5000034886_Ogataea_trehalophila"	1	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"v"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"n"	"0"	"0"	"0"	"0"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"v"	"0"	"n"	"0"	"n"	"n"	"1"	"1"	"1"	"n"	"0"	"0"	"0"	"7"	"37.6"	"0"	NA	NA	NA	NA
"yHMPu5000034885_Ogataea_zsoltii"	1	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"1"	"v"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"1"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"n"	"v"	"0"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"1"	"0"	"n"	"n"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"n"	"n"	"0"	NA	NA	NA	NA
"Pachysolen_tannophilus"	1	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"1"	"1"	"0"	"v"	"0"	"1"	"1"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"n"	"0"	"0"	"0"	"0"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"1"	"0"	"n"	"0"	"n"	"n"	"1"	"1"	"1"	"1"	"1"	"n"	"n"	"8"	"37.799999999999997"	"0"	NA	NA	NA	NA
"yHMPu5000034884_Peterozyma_toletana"	1	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"v"	"v"	"0"	"1"	"1"	"0"	"v"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"1"	"1"	"v"	"0"	"1"	"0"	"0"	"n"	"0"	"0"	"0"	"0"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"0"	"0"	"n"	"0"	"n"	"n"	"1"	"1"	"1"	"n"	"0"	"0"	"0"	"7"	"39.5"	"0"	1	1	1	1
"yHMPu5000034883_Peterozyma_xylosa"	1	"0"	"1"	"0"	"0"	"0"	"0"	"v"	"1"	"v"	"v"	"0"	"1"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"1"	"v"	"v"	"v"	"1"	"0"	"0"	"n"	"0"	"0"	"0"	"0"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"0"	"0"	"n"	"0"	"n"	"n"	"1"	"1"	"1"	"n"	"0"	"0"	"0"	"7"	"40.1"	"0"	1	1	1	1
"Saprochaete_clavata"	1	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"n"	"n"	"0"	"n"	"0"	"0"	"n"	"n"	"0"	"n"	"1"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"0"	"n"	"n"	"n"	"n"	"1"	"1"	"1"	"1"	"1"	"1"	"n"	"n"	"35.299999999999997"	"0"	NA	NA	NA	NA
"yHMPu5000034604_Sporopachydermia_lactativora"	1	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"v"	"0"	"v"	"1"	"1"	"1"	"v"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"n"	"n"	"1"	"n"	"n"	"n"	"n"	"1"	"n"	"1"	"1"	"0"	"n"	"0"	"n"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"n"	"n"	"9"	"46.2"	"0"	NA	NA	NA	NA
"Sporopachydermia_quercuum"	1	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"n"	"n"	"1"	"n"	"n"	"n"	"n"	"1"	"n"	"1"	"1"	"0"	"n"	"0"	"n"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"n"	"n"	"9"	"37.799999999999997"	"1"	NA	NA	NA	NA
"Starmerella_bombicola_JCM9596"	1	"0"	"v"	"v"	"0"	"v"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"v"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"v"	"0"	"0"	"v"	"v"	"v"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"n"	"n"	"0"	"n"	"n"	"n"	"n"	"1"	"n"	"1"	"1"	"1"	"n"	"0"	"n"	"v"	"v"	"0"	"1"	"1"	"1"	"n"	"v"	"n"	"n"	"9"	"49.8"	"0"	NA	NA	NA	NA
"yHMPu5000035650_Trigonopsis_variabilis"	1	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"v"	"0"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"n"	"n"	"0"	"n"	"0"	"0"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"1"	"1"	"1"	"1"	"1"	"n"	"n"	"n"	"46.1"	"0"	NA	NA	NA	NA
"yHMPu5000035282_Trigonopsis_vinaria"	1	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"v"	"0"	"0"	"v"	"0"	"1"	"1"	"0"	"0"	"0"	"v"	"v"	"0"	"1"	"1"	"1"	"0"	"1"	"1"	"0"	"0"	"n"	"0"	"0"	"0"	"0"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"0"	"0"	"n"	"n"	"n"	"n"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"9"	"44.1"	"0"	NA	NA	NA	NA
"Yarrowia_lipolytica"	1	"0"	"0"	"0"	"0"	"v"	"0"	"0"	"0"	"0"	"0"	"0"	"v"	"v"	"v"	"0"	"0"	"0"	"0"	"v"	"0"	"1"	"1"	"1"	"v"	"0"	"1"	"1"	"0"	"1"	"1"	"1"	"v"	"0"	"1"	"1"	"0"	"n"	"0"	"0"	"0"	"0"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"0"	"0"	"0"	"1"	"n"	"n"	"1"	"1"	"1"	"n"	"v"	"n"	"n"	"9"	"49.9"	"0"	NA	NA	NA	NA
